,Pheno.MimNumber,value,Tissue,Disease,Gene Symbols,Gene.MimNumber,Cyto Location,Gtex_Tissue
201,114480,10.73,Thyroid,BREAST CANCER,"PALB2, FANCN, PNCA3",610355,16p12.2,Thyroid
202,114480,10.73,Thyroid,BREAST CANCER,PHB,176705,17q21.33,Thyroid
203,114480,10.73,Thyroid,BREAST CANCER,"RAD51A, RECA, MRMV2, FANCR",179617,15q15.1,Thyroid
204,114480,10.73,Thyroid,BREAST CANCER,"XRCC3, CMM6",600675,14q32.33,Thyroid
205,114480,10.73,Thyroid,BREAST CANCER,"ESR1, ESR, ESTRR",133430,6q25.1-q25.2,Thyroid
206,114480,26.4,Prostate,BREAST CANCER,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Prostate
207,114480,26.4,Prostate,BREAST CANCER,"BRIP1, BACH1, FANCJ",605882,17q23.2,Prostate
208,114480,26.4,Prostate,BREAST CANCER,"AKT1, CWS6",164730,14q32.33,Prostate
209,114480,26.4,Prostate,BREAST CANCER,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,Prostate
210,114480,26.4,Prostate,BREAST CANCER,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,Prostate
211,114480,26.4,Prostate,BREAST CANCER,"PPM1D, WIP1, IDDGIP",605100,17q23.2,Prostate
212,114480,26.4,Prostate,BREAST CANCER,"RB1CC1, CC1, KIAA0203",606837,8q11.23,Prostate
213,114480,26.4,Prostate,BREAST CANCER,"SLC22A1L, BWSCR1A, IMPT1",602631,11p15.4,Prostate
214,114480,26.4,Prostate,BREAST CANCER,"NQO2, NMOR2",160998,6p25.2,Prostate
215,114480,26.4,Prostate,BREAST CANCER,"RAD54L, HR54, HRAD54",603615,1p34.1,Prostate
216,114480,26.4,Prostate,BREAST CANCER,"CDH1, UVO, LCAM, ECAD, BCDS1",192090,16q22.1,Prostate
217,114480,26.4,Prostate,BREAST CANCER,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,Prostate
218,114480,26.4,Prostate,BREAST CANCER,"CASP8, MCH5, ALPS2B",601763,2q33.1,Prostate
219,114480,26.4,Prostate,BREAST CANCER,"ATM, ATA, AT1",607585,11q22.3,Prostate
220,114480,26.4,Prostate,BREAST CANCER,BARD1,601593,2q35,Prostate
221,114480,26.4,Prostate,BREAST CANCER,"CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Prostate
222,114480,26.4,Prostate,BREAST CANCER,HMMR,600936,5q34,Prostate
223,114480,26.4,Prostate,BREAST CANCER,"PALB2, FANCN, PNCA3",610355,16p12.2,Prostate
224,114480,26.4,Prostate,BREAST CANCER,PHB,176705,17q21.33,Prostate
225,114480,26.4,Prostate,BREAST CANCER,"RAD51A, RECA, MRMV2, FANCR",179617,15q15.1,Prostate
226,114480,26.4,Prostate,BREAST CANCER,"XRCC3, CMM6",600675,14q32.33,Prostate
227,114480,26.4,Prostate,BREAST CANCER,"ESR1, ESR, ESTRR",133430,6q25.1-q25.2,Prostate
228,114480,8.59,Lung,BREAST CANCER,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Lung
229,114480,8.59,Lung,BREAST CANCER,"BRIP1, BACH1, FANCJ",605882,17q23.2,Lung
230,114480,8.59,Lung,BREAST CANCER,"AKT1, CWS6",164730,14q32.33,Lung
231,114480,8.59,Lung,BREAST CANCER,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,Lung
232,114480,8.59,Lung,BREAST CANCER,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,Lung
233,114480,8.59,Lung,BREAST CANCER,"PPM1D, WIP1, IDDGIP",605100,17q23.2,Lung
234,114480,8.59,Lung,BREAST CANCER,"RB1CC1, CC1, KIAA0203",606837,8q11.23,Lung
235,114480,8.59,Lung,BREAST CANCER,"SLC22A1L, BWSCR1A, IMPT1",602631,11p15.4,Lung
236,114480,8.59,Lung,BREAST CANCER,"NQO2, NMOR2",160998,6p25.2,Lung
237,114480,8.59,Lung,BREAST CANCER,"RAD54L, HR54, HRAD54",603615,1p34.1,Lung
238,114480,8.59,Lung,BREAST CANCER,"CDH1, UVO, LCAM, ECAD, BCDS1",192090,16q22.1,Lung
239,114480,8.59,Lung,BREAST CANCER,"BRCA2, FANCD1, BROVCA2, GLM3, PNCA2",600185,13q13.1,Lung
240,114480,8.59,Lung,BREAST CANCER,"CASP8, MCH5, ALPS2B",601763,2q33.1,Lung
241,114480,8.59,Lung,BREAST CANCER,"ATM, ATA, AT1",607585,11q22.3,Lung
242,114480,8.59,Lung,BREAST CANCER,BARD1,601593,2q35,Lung
243,114480,8.59,Lung,BREAST CANCER,"CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Lung
244,114480,8.59,Lung,BREAST CANCER,HMMR,600936,5q34,Lung
245,114480,8.59,Lung,BREAST CANCER,"PALB2, FANCN, PNCA3",610355,16p12.2,Lung
246,114480,8.59,Lung,BREAST CANCER,PHB,176705,17q21.33,Lung
247,114480,8.59,Lung,BREAST CANCER,"RAD51A, RECA, MRMV2, FANCR",179617,15q15.1,Lung
248,114480,8.59,Lung,BREAST CANCER,"XRCC3, CMM6",600675,14q32.33,Lung
249,114480,8.59,Lung,BREAST CANCER,"ESR1, ESR, ESTRR",133430,6q25.1-q25.2,Lung
250,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"SRC, ASV, SRC1, THC6",190090,20q11.23,
251,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"PTPN12, PTPG1",600079,7q11.23,
252,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"PTPRJ, DEP1",600925,11p11.2,
253,114500,12.8,lymph node,COLORECTAL CANCER; CRC,RAD54B,604289,8q22.1,
254,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"TP53, P53, LFS1 , BCC7",191170,17p13.1,
255,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"AKT1, CWS6",164730,14q32.33,
256,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"APC, GS, FPC, BTPS2",611731,5q22.2,
257,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"AXIN2, ODCRCS",604025,17q24.1,
258,114500,12.8,lymph node,COLORECTAL CANCER; CRC,BAX,600040,19q13.33,
259,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"BUB1B, BUBR1, MVA1",602860,15q15.1,
260,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"CTNNB1, MRD19, EVR7",116806,3p22.1,
261,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"DCC, MRMV1, HGPPS2",120470,18q21.2,
262,114500,12.8,lymph node,COLORECTAL CANCER; CRC,DLC1,604258,8p22,
263,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"EP300, RSTS2",602700,22q13.2,
264,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"FGFR3, ACH",134934,4p16.3,
265,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"FLCN, BHD",607273,17p11.2,
266,114500,12.8,lymph node,COLORECTAL CANCER; CRC,MCC,159350,5q22.2,
267,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"MLH3, HNPCC7",604395,14q24.3,
268,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,
269,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"PDGFRL, PDGRL, PRLTS",604584,8p22,
270,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,
271,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"AURKA, STK15, AURORA2, BTAK, ARK1, STK6, AIK",603072,20q13.2,
272,114500,12.8,lymph node,COLORECTAL CANCER; CRC,ODC1,165640,2p25.1,
273,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"CCND1, PRAD1, BCL1",168461,11q13.3,
274,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"TLR2, TIL4",603028,4q31.3,
275,114500,12.8,lymph node,COLORECTAL CANCER; CRC,"PLA2G2A, PLA2B, PLA2L, MOM1",172411,1p36.13,
276,114500,10.04,Lung,COLORECTAL CANCER; CRC,"SRC, ASV, SRC1, THC6",190090,20q11.23,Lung
277,114500,10.04,Lung,COLORECTAL CANCER; CRC,"PTPN12, PTPG1",600079,7q11.23,Lung
278,114500,10.04,Lung,COLORECTAL CANCER; CRC,"PTPRJ, DEP1",600925,11p11.2,Lung
279,114500,10.04,Lung,COLORECTAL CANCER; CRC,RAD54B,604289,8q22.1,Lung
280,114500,10.04,Lung,COLORECTAL CANCER; CRC,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Lung
281,114500,10.04,Lung,COLORECTAL CANCER; CRC,"AKT1, CWS6",164730,14q32.33,Lung
282,114500,10.04,Lung,COLORECTAL CANCER; CRC,"APC, GS, FPC, BTPS2",611731,5q22.2,Lung
283,114500,10.04,Lung,COLORECTAL CANCER; CRC,"AXIN2, ODCRCS",604025,17q24.1,Lung
284,114500,10.04,Lung,COLORECTAL CANCER; CRC,BAX,600040,19q13.33,Lung
285,114500,10.04,Lung,COLORECTAL CANCER; CRC,"BUB1B, BUBR1, MVA1",602860,15q15.1,Lung
286,114500,10.04,Lung,COLORECTAL CANCER; CRC,"CTNNB1, MRD19, EVR7",116806,3p22.1,Lung
287,114500,10.04,Lung,COLORECTAL CANCER; CRC,"DCC, MRMV1, HGPPS2",120470,18q21.2,Lung
288,114500,10.04,Lung,COLORECTAL CANCER; CRC,DLC1,604258,8p22,Lung
289,114500,10.04,Lung,COLORECTAL CANCER; CRC,"EP300, RSTS2",602700,22q13.2,Lung
290,114500,10.04,Lung,COLORECTAL CANCER; CRC,"FGFR3, ACH",134934,4p16.3,Lung
291,114500,10.04,Lung,COLORECTAL CANCER; CRC,"FLCN, BHD",607273,17p11.2,Lung
292,114500,10.04,Lung,COLORECTAL CANCER; CRC,MCC,159350,5q22.2,Lung
293,114500,10.04,Lung,COLORECTAL CANCER; CRC,"MLH3, HNPCC7",604395,14q24.3,Lung
294,114500,10.04,Lung,COLORECTAL CANCER; CRC,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,Lung
295,114500,10.04,Lung,COLORECTAL CANCER; CRC,"PDGFRL, PDGRL, PRLTS",604584,8p22,Lung
296,114500,10.04,Lung,COLORECTAL CANCER; CRC,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,Lung
297,114500,10.04,Lung,COLORECTAL CANCER; CRC,"AURKA, STK15, AURORA2, BTAK, ARK1, STK6, AIK",603072,20q13.2,Lung
298,114500,10.04,Lung,COLORECTAL CANCER; CRC,ODC1,165640,2p25.1,Lung
299,114500,10.04,Lung,COLORECTAL CANCER; CRC,"CCND1, PRAD1, BCL1",168461,11q13.3,Lung
300,114500,10.04,Lung,COLORECTAL CANCER; CRC,"TLR2, TIL4",603028,4q31.3,Lung
301,114500,10.04,Lung,COLORECTAL CANCER; CRC,"PLA2G2A, PLA2B, PLA2L, MOM1",172411,1p36.13,Lung
302,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"SRC, ASV, SRC1, THC6",190090,20q11.23,
303,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"PTPN12, PTPG1",600079,7q11.23,
304,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"PTPRJ, DEP1",600925,11p11.2,
305,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,RAD54B,604289,8q22.1,
306,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"TP53, P53, LFS1 , BCC7",191170,17p13.1,
307,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"AKT1, CWS6",164730,14q32.33,
308,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"APC, GS, FPC, BTPS2",611731,5q22.2,
309,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"AXIN2, ODCRCS",604025,17q24.1,
310,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,BAX,600040,19q13.33,
311,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"BUB1B, BUBR1, MVA1",602860,15q15.1,
312,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"CTNNB1, MRD19, EVR7",116806,3p22.1,
313,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"DCC, MRMV1, HGPPS2",120470,18q21.2,
314,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,DLC1,604258,8p22,
315,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"EP300, RSTS2",602700,22q13.2,
316,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"FGFR3, ACH",134934,4p16.3,
317,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"FLCN, BHD",607273,17p11.2,
318,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,MCC,159350,5q22.2,
319,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"MLH3, HNPCC7",604395,14q24.3,
320,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,
321,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"PDGFRL, PDGRL, PRLTS",604584,8p22,
322,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,
323,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"AURKA, STK15, AURORA2, BTAK, ARK1, STK6, AIK",603072,20q13.2,
324,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,ODC1,165640,2p25.1,
325,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"CCND1, PRAD1, BCL1",168461,11q13.3,
326,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"TLR2, TIL4",603028,4q31.3,
327,114500,17.75,Colorectal Adenocarcinoma,COLORECTAL CANCER; CRC,"PLA2G2A, PLA2B, PLA2L, MOM1",172411,1p36.13,
328,114500,14.88,Liver,COLORECTAL CANCER; CRC,"SRC, ASV, SRC1, THC6",190090,20q11.23,Liver
329,114500,14.88,Liver,COLORECTAL CANCER; CRC,"PTPN12, PTPG1",600079,7q11.23,Liver
330,114500,14.88,Liver,COLORECTAL CANCER; CRC,"PTPRJ, DEP1",600925,11p11.2,Liver
331,114500,14.88,Liver,COLORECTAL CANCER; CRC,RAD54B,604289,8q22.1,Liver
332,114500,14.88,Liver,COLORECTAL CANCER; CRC,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Liver
333,114500,14.88,Liver,COLORECTAL CANCER; CRC,"AKT1, CWS6",164730,14q32.33,Liver
334,114500,14.88,Liver,COLORECTAL CANCER; CRC,"APC, GS, FPC, BTPS2",611731,5q22.2,Liver
335,114500,14.88,Liver,COLORECTAL CANCER; CRC,"AXIN2, ODCRCS",604025,17q24.1,Liver
336,114500,14.88,Liver,COLORECTAL CANCER; CRC,BAX,600040,19q13.33,Liver
337,114500,14.88,Liver,COLORECTAL CANCER; CRC,"BUB1B, BUBR1, MVA1",602860,15q15.1,Liver
338,114500,14.88,Liver,COLORECTAL CANCER; CRC,"CTNNB1, MRD19, EVR7",116806,3p22.1,Liver
339,114500,14.88,Liver,COLORECTAL CANCER; CRC,"DCC, MRMV1, HGPPS2",120470,18q21.2,Liver
340,114500,14.88,Liver,COLORECTAL CANCER; CRC,DLC1,604258,8p22,Liver
341,114500,14.88,Liver,COLORECTAL CANCER; CRC,"EP300, RSTS2",602700,22q13.2,Liver
342,114500,14.88,Liver,COLORECTAL CANCER; CRC,"FGFR3, ACH",134934,4p16.3,Liver
343,114500,14.88,Liver,COLORECTAL CANCER; CRC,"FLCN, BHD",607273,17p11.2,Liver
344,114500,14.88,Liver,COLORECTAL CANCER; CRC,MCC,159350,5q22.2,Liver
345,114500,14.88,Liver,COLORECTAL CANCER; CRC,"MLH3, HNPCC7",604395,14q24.3,Liver
346,114500,14.88,Liver,COLORECTAL CANCER; CRC,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,Liver
347,114500,14.88,Liver,COLORECTAL CANCER; CRC,"PDGFRL, PDGRL, PRLTS",604584,8p22,Liver
348,114500,14.88,Liver,COLORECTAL CANCER; CRC,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,Liver
349,114500,14.88,Liver,COLORECTAL CANCER; CRC,"AURKA, STK15, AURORA2, BTAK, ARK1, STK6, AIK",603072,20q13.2,Liver
350,114500,14.88,Liver,COLORECTAL CANCER; CRC,ODC1,165640,2p25.1,Liver
351,114500,14.88,Liver,COLORECTAL CANCER; CRC,"CCND1, PRAD1, BCL1",168461,11q13.3,Liver
352,114500,14.88,Liver,COLORECTAL CANCER; CRC,"TLR2, TIL4",603028,4q31.3,Liver
353,114500,14.88,Liver,COLORECTAL CANCER; CRC,"PLA2G2A, PLA2B, PLA2L, MOM1",172411,1p36.13,Liver
354,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"APC, GS, FPC, BTPS2",611731,5q22.2,Liver
355,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"PDGFRL, PDGRL, PRLTS",604584,8p22,Liver
356,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Liver
357,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"MET, DFNB97, OSFD",164860,7q31.2,Liver
358,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"AXIN1, AXIN",603816,16p13.3,Liver
359,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"CASP8, MCH5, ALPS2B",601763,2q33.1,Liver
360,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"CTNNB1, MRD19, EVR7",116806,3p22.1,Liver
361,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"IGF2R, MPRI",147280,6q25.3,Liver
362,114550,56.23,Liver,HEPATOCELLULAR CARCINOMA,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,Liver
363,115150,13.54,bone marrow,CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1,"BRAF, NS7",164757,7q34,Bone Marrow
364,115150,24.4,Heart,CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1,"BRAF, NS7",164757,7q34,Heart
365,115150,27.83,skin,CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1,"BRAF, NS7",164757,7q34,Skin
366,115196,39.18,Cardiac Myocytes,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3; CMH3","TPM1, CMH3, CMD1Y , LVNC9",191010,15q22.2,Heart
367,115196,15.31,Skeletal Muscle,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3; CMH3","TPM1, CMH3, CMD1Y , LVNC9",191010,15q22.2,Muscle
368,115196,42.24,Heart,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3; CMH3","TPM1, CMH3, CMD1Y , LVNC9",191010,15q22.2,Heart
369,115200,58.05,Heart,"CARDIOMYOPATHY, DILATED, 1A; CMD1A","LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS, LGMD1B",150330,1q22,Heart
370,115200,14.23,Cardiac Myocytes,"CARDIOMYOPATHY, DILATED, 1A; CMD1A","LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS, LGMD1B",150330,1q22,Heart
371,115210,11.9,Skeletal Muscle,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1; RCM1","TNNI3, CMH7, CMD2A, RCM1, CMD1FF",191044,19q13.42,Muscle
372,115210,59.52,Heart,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1; RCM1","TNNI3, CMH7, CMD2A, RCM1, CMD1FF",191044,19q13.42,Heart
373,115210,21.64,Liver,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1; RCM1","TNNI3, CMH7, CMD2A, RCM1, CMD1FF",191044,19q13.42,Liver
374,115310,66.77,adrenal gland,PARAGANGLIOMAS 4; PGL4,"SDHB, SDH2, SDHIP, PGL4",185470,1p36.13,Adrenal Gland
375,116860,11.54,skin,CEREBRAL CAVERNOUS MALFORMATIONS; CCM,"CCM1, CAM, KRIT1",604214,7q21.2,Skin
376,116860,8.59,Pons,CEREBRAL CAVERNOUS MALFORMATIONS; CCM,"CCM1, CAM, KRIT1",604214,7q21.2,Brain
377,116860,13.95,Liver,CEREBRAL CAVERNOUS MALFORMATIONS; CCM,"CCM1, CAM, KRIT1",604214,7q21.2,Liver
378,116920,13.32,B cells,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD","ITGB2, CD18, LCAMB, LAD",600065,21q22.3,Blood
379,116920,15.43,CD4 T cells,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD","ITGB2, CD18, LCAMB, LAD",600065,21q22.3,Blood
380,116920,9.84,bone marrow,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD","ITGB2, CD18, LCAMB, LAD",600065,21q22.3,Bone Marrow
381,116920,17.77,Monocytes,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I; LAD","ITGB2, CD18, LCAMB, LAD",600065,21q22.3,Blood
382,117000,81.7,Skeletal Muscle,CENTRAL CORE DISEASE OF MUSCLE; CCD,"RYR1, MHS, CCO",180901,19q13.2,Muscle
383,117300,9.05,Heart,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2","ITM2B, BRI, ABRI, FBD, RDGCA",603904,13q14.2,Heart
384,117300,16.15,skin,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2","ITM2B, BRI, ABRI, FBD, RDGCA",603904,13q14.2,Skin
385,117300,15.62,spinal cord,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2","ITM2B, BRI, ABRI, FBD, RDGCA",603904,13q14.2,Brain
386,117300,11.28,cerebellum,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2","ITM2B, BRI, ABRI, FBD, RDGCA",603904,13q14.2,Brain
387,117300,13.17,Liver,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2","ITM2B, BRI, ABRI, FBD, RDGCA",603904,13q14.2,Liver
388,117300,15.38,Temporal Lobe,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2","ITM2B, BRI, ABRI, FBD, RDGCA",603904,13q14.2,Brain
389,117550,29.34,Hypothalamus,SOTOS SYNDROME 1; SOTOS1,"NSD1, ARA267, STO, SOTOS1",606681,5q35.3,Brain
390,117550,27.72,Pituitary,SOTOS SYNDROME 1; SOTOS1,"NSD1, ARA267, STO, SOTOS1",606681,5q35.3,Pituitary
391,118200,21.91,Skeletal Muscle,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B","MPZ, CMT1B, CMTDID, CHM, DSS",159440,1q23.3,Muscle
392,118200,19.53,spinal cord,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B","MPZ, CMT1B, CMTDID, CHM, DSS",159440,1q23.3,Brain
393,118200,11.62,dorsal root ganglion,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B; CMT1B","MPZ, CMT1B, CMTDID, CHM, DSS",159440,1q23.3,Brain
394,118210,16.96,spinal cord,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1; CMT2A1","KIF1B, CMT2A, CMT2A1, NBLST1",605995,1p36.22,Brain
395,118210,20.83,Skeletal Muscle,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1; CMT2A1","KIF1B, CMT2A, CMT2A1, NBLST1",605995,1p36.22,Muscle
396,118210,14.1,dorsal root ganglion,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1; CMT2A1","KIF1B, CMT2A, CMT2A1, NBLST1",605995,1p36.22,Brain
397,118400,9.75,fetal liver,CHERUBISM,"SH3BP2, CRPM",602104,4p16.3,
398,118400,18.81,lymph node,CHERUBISM,"SH3BP2, CRPM",602104,4p16.3,
399,118400,26.59,Monocytes,CHERUBISM,"SH3BP2, CRPM",602104,4p16.3,Blood
400,118450,8.87,kidney,ALAGILLE SYNDROME 1; ALGS1,"JAG1, AGS1, AHD, DCHE",601920,20p12.2,Kidney
401,118450,14.52,Heart,ALAGILLE SYNDROME 1; ALGS1,"JAG1, AGS1, AHD, DCHE",601920,20p12.2,Heart
402,118450,49.8,Liver,ALAGILLE SYNDROME 1; ALGS1,"JAG1, AGS1, AHD, DCHE",601920,20p12.2,Liver
403,118700,25.21,Thyroid,"CHOREA, BENIGN HEREDITARY; BHC","NKX2-1, TITF1, NKX2A, TTF1, NMTC1",600635,14q13.3,Thyroid
404,118700,18.13,Pons,"CHOREA, BENIGN HEREDITARY; BHC","NKX2-1, TITF1, NKX2A, TTF1, NMTC1",600635,14q13.3,Brain
405,118700,9.02,Medulla Oblongata,"CHOREA, BENIGN HEREDITARY; BHC","NKX2-1, TITF1, NKX2A, TTF1, NMTC1",600635,14q13.3,Brain
406,118700,13.3,Thalamus,"CHOREA, BENIGN HEREDITARY; BHC","NKX2-1, TITF1, NKX2A, TTF1, NMTC1",600635,14q13.3,Brain
407,118700,12.27,caudate nucleus,"CHOREA, BENIGN HEREDITARY; BHC","NKX2-1, TITF1, NKX2A, TTF1, NMTC1",600635,14q13.3,Brain
408,118700,10.83,cerebellum,"CHOREA, BENIGN HEREDITARY; BHC","NKX2-1, TITF1, NKX2A, TTF1, NMTC1",600635,14q13.3,Brain
409,119600,10.87,fetal liver,CLEIDOCRANIAL DYSPLASIA; CCD,"RUNX2, CBFA1, PEBP2A1, AML3, CCD, CLCD",600211,6p21.1,
410,119600,10.5,skin,CLEIDOCRANIAL DYSPLASIA; CCD,"RUNX2, CBFA1, PEBP2A1, AML3, CCD, CLCD",600211,6p21.1,Skin
411,119600,8.8,cerebellum,CLEIDOCRANIAL DYSPLASIA; CCD,"RUNX2, CBFA1, PEBP2A1, AML3, CCD, CLCD",600211,6p21.1,Brain
412,120080,22.84,Ovary,COLCHICINE RESISTANCE,"ABCB1, PGY1, MDR1, IBD13, CLCs",171050,7q21.12,Ovary
413,120100,10.7,Adrenal Cortex,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1; FCAS1,"NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH",606416,1q44,Adrenal Gland
414,120100,11.19,skin,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1; FCAS1,"NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH",606416,1q44,Skin
415,120100,45.78,Lung,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 1; FCAS1,"NLRP3, CIAS1, FCU, FCAS1, NALP3, PYPAF1, DFNA34, KEFH",606416,1q44,Lung
416,120200,23.26,Heart,"COLOBOMA, OCULAR, AUTOSOMAL DOMINANT","PAX6, AN2, MGDA, FVH1, ASGD5",607108,11p13,Heart
417,120200,9.82,cerebellum,"COLOBOMA, OCULAR, AUTOSOMAL DOMINANT","PAX6, AN2, MGDA, FVH1, ASGD5",607108,11p13,Brain
